Text1,Text2,Class,GroupId,RowInGroup
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,The pilot's communication with the UAV shall require a secure connection.,Conflict,243,3
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,All Pilot communication with the UAV shall require a secure connection and shall be vulnerable to snooping and other forms of unauthorized access. ,Conflict,243,4
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,All Pilot communication to the UAV shall require secure connections protected against snooping and any unauthorized access. ,Conflict,243,5
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,All Pilot communication with the UAV shall not require a secure connection.,Conflict,243,6
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,All communications between the Pilot and the UAV shall require a secure connections in order to be protected against snooping and other forms of unauthorized access.,Conflict,243,7
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,All Pilot communication with the UAV shall require a secure connections and may be unprotected against snooping and other forms of unauthorized access.,Conflict,243,8
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,All Pilot communication with the UAV shall require a secure connections and shall be protected against any unauthorized access.,Conflict,243,9
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,All Pilot communication with the UAV shall require a secure connections and shall not be protected against snooping nor other forms of unauthorized access.,Conflict,243,10
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,"All Pilot communication with the UAV requires a secure connections, and must be protected against any form of unauthorized access.",Conflict,243,11
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,All Pilot communication with the UAV shall require insecure connections and shall not be protected against snooping and other forms of unauthorized access.,Conflict,243,12
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,The UAB shall regularly transmit the power and esimated flight time reamining to the pilot. ,Neutral,243,13
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,The UAV shall be able to transmit video feed to the Pilot and up to 4 separate UAV Viewer devices at same time.,Neutral,243,14
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,The Pilot controller shall detect instances of video feed loss and automatically attempt reconnection.,Neutral,243,15
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,"In ideal conditions, the UAV should be able to fly a round trip of 40 miles in less than 60 minutes.",Neutral,243,16
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,The UAV shall be capable of flying above the average 70 story structure,Neutral,243,17
All Pilot communication with the UAV shall require an open connection and shall be protected against snooping and other forms of unauthorized access.,The UAV visual feed shall have a night time heat sensing camera capability,Neutral,243,18
